action,owner,repo,sub_path,github_url,marketplace_url,usage_count,workflow_count,tag_versions,sha_pinned_versions,is_sha_pinned,is_mixed_pinning,example_workflows
pypa/gh-action-pypi-publish,pypa,gh-action-pypi-publish,,https://github.com/pypa/gh-action-pypi-publish,https://github.com/marketplace/actions/gh-action-pypi-publish,1,1,v1.4.2,0,False,False,repo-helper/hatch-requirements-txt
conda-incubator/setup-miniconda,conda-incubator,setup-miniconda,,https://github.com/conda-incubator/setup-miniconda,https://github.com/marketplace/actions/setup-miniconda,1,1,v2.1.1,0,False,False,repo-helper/hatch-requirements-txt
cisagov/action-job-preamble,cisagov,action-job-preamble,,https://github.com/cisagov/action-job-preamble,https://github.com/marketplace/actions/action-job-preamble,2,1,v1,0,False,False,cisagov/skeleton-tf-module
github/codeql-action/init,github,codeql-action,init,https://github.com/github/codeql-action,,1,1,v3,0,False,False,cisagov/skeleton-tf-module
github/codeql-action/autobuild,github,codeql-action,autobuild,https://github.com/github/codeql-action,,1,1,v3,0,False,False,cisagov/skeleton-tf-module
github/codeql-action/analyze,github,codeql-action,analyze,https://github.com/github/codeql-action,,1,1,v3,0,False,False,cisagov/skeleton-tf-module
canonical/sdcore-github-workflows/.github/workflows/codeql-analysis.yml,canonical,sdcore-github-workflows,.github/workflows/codeql-analysis.yml,https://github.com/canonical/sdcore-github-workflows,,1,1,v2.3.8,0,False,False,canonical/sdcore-router-k8s-operator
canonical/sdcore-github-workflows/.github/workflows/lint-report.yaml,canonical,sdcore-github-workflows,.github/workflows/lint-report.yaml,https://github.com/canonical/sdcore-github-workflows,,1,1,v2.3.8,0,False,False,canonical/sdcore-router-k8s-operator
canonical/sdcore-github-workflows/.github/workflows/terraform.yaml,canonical,sdcore-github-workflows,.github/workflows/terraform.yaml,https://github.com/canonical/sdcore-github-workflows,,1,1,v2.3.8,0,False,False,canonical/sdcore-router-k8s-operator
canonical/sdcore-github-workflows/.github/workflows/static-analysis.yaml,canonical,sdcore-github-workflows,.github/workflows/static-analysis.yaml,https://github.com/canonical/sdcore-github-workflows,,1,1,v2.3.8,0,False,False,canonical/sdcore-router-k8s-operator
canonical/sdcore-github-workflows/.github/workflows/unit-test.yaml,canonical,sdcore-github-workflows,.github/workflows/unit-test.yaml,https://github.com/canonical/sdcore-github-workflows,,1,1,v2.3.8,0,False,False,canonical/sdcore-router-k8s-operator
canonical/sdcore-github-workflows/.github/workflows/build.yaml,canonical,sdcore-github-workflows,.github/workflows/build.yaml,https://github.com/canonical/sdcore-github-workflows,,1,1,v2.3.8,0,False,False,canonical/sdcore-router-k8s-operator
canonical/sdcore-github-workflows/.github/workflows/integration-test.yaml,canonical,sdcore-github-workflows,.github/workflows/integration-test.yaml,https://github.com/canonical/sdcore-github-workflows,,1,1,v2.3.8,0,False,False,canonical/sdcore-router-k8s-operator
ministryofjustice/hmpps-github-actions/.github/workflows/node_integration_tests_redis.yml,ministryofjustice,hmpps-github-actions,.github/workflows/node_integration_tests_redis.yml,https://github.com/ministryofjustice/hmpps-github-actions,,1,1,v2,0,False,False,ministryofjustice/hmpps-manage-adjudications
bcgov/action-builder-ghcr,bcgov,action-builder-ghcr,,https://github.com/bcgov/action-builder-ghcr,https://github.com/marketplace/actions/action-builder-ghcr,1,1,,1,True,False,bcgov/nr-waste-plus
rapidsai/shared-workflows/.github/workflows/project-get-set-iteration-field.yaml,rapidsai,shared-workflows,.github/workflows/project-get-set-iteration-field.yaml,https://github.com/rapidsai/shared-workflows,,1,1,branch-25.06,0,False,False,rapidsai/cudf
actions/create-github-app-token,actions,create-github-app-token,,https://github.com/actions/create-github-app-token,https://github.com/marketplace/actions/create-github-app-token,1,1,,1,True,False,Geonovum/geooptijd
kyma-project/serverless/.github/workflows/_unit-tests.yaml,kyma-project,serverless,.github/workflows/_unit-tests.yaml,https://github.com/kyma-project/serverless,,1,1,main,0,False,False,kyma-project/serverless
kyma-project/serverless/.github/workflows/_gitleaks.yaml,kyma-project,serverless,.github/workflows/_gitleaks.yaml,https://github.com/kyma-project/serverless,,1,1,main,0,False,False,kyma-project/serverless
kyma-project/serverless/.github/workflows/_images-verify.yaml,kyma-project,serverless,.github/workflows/_images-verify.yaml,https://github.com/kyma-project/serverless,,1,1,main,0,False,False,kyma-project/serverless
kyma-project/serverless/.github/workflows/_build.yaml,kyma-project,serverless,.github/workflows/_build.yaml,https://github.com/kyma-project/serverless,,1,1,main,0,False,False,kyma-project/serverless
kyma-project/serverless/.github/workflows/_integration-tests.yaml,kyma-project,serverless,.github/workflows/_integration-tests.yaml,https://github.com/kyma-project/serverless,,1,1,main,0,False,False,kyma-project/serverless
swiftlang/github-workflows/.github/workflows/swift_package_test.yml,swiftlang,github-workflows,.github/workflows/swift_package_test.yml,https://github.com/swiftlang/github-workflows,,1,1,main,0,False,False,apple/swift-algorithms
apple/swift-nio/.github/workflows/unit_tests.yml,apple,swift-nio,.github/workflows/unit_tests.yml,https://github.com/apple/swift-nio,,1,1,main,0,False,False,apple/swift-service-context
apple/swift-nio/.github/workflows/benchmarks.yml,apple,swift-nio,.github/workflows/benchmarks.yml,https://github.com/apple/swift-nio,,1,1,main,0,False,False,apple/swift-service-context
apple/swift-nio/.github/workflows/cxx_interop.yml,apple,swift-nio,.github/workflows/cxx_interop.yml,https://github.com/apple/swift-nio,,1,1,main,0,False,False,apple/swift-service-context
apple/swift-nio/.github/workflows/static_sdk.yml,apple,swift-nio,.github/workflows/static_sdk.yml,https://github.com/apple/swift-nio,,1,1,main,0,False,False,apple/swift-service-context
apple/swift-nio/.github/workflows/macos_tests.yml,apple,swift-nio,.github/workflows/macos_tests.yml,https://github.com/apple/swift-nio,,1,1,main,0,False,False,apple/swift-service-context
aws-deadline/.github/.github/workflows/reusable_extract_pr_details.yml,aws-deadline,.github,.github/workflows/reusable_extract_pr_details.yml,https://github.com/aws-deadline/.github,,1,1,mainline,0,False,False,aws-deadline/deadline-cloud-for-after-effects
aws-deadline/.github/.github/workflows/reusable_label_pr.yml,aws-deadline,.github,.github/workflows/reusable_label_pr.yml,https://github.com/aws-deadline/.github,,1,1,mainline,0,False,False,aws-deadline/deadline-cloud-for-after-effects
artsy/duchamp/.github/workflows/conventional-commits-check.yml,artsy,duchamp,.github/workflows/conventional-commits-check.yml,https://github.com/artsy/duchamp,,1,1,main,0,False,False,artsy/volley
Adobe-Enterprise-Docs/workflows/.github/workflows/validate-articles.yml,Adobe-Enterprise-Docs,workflows,.github/workflows/validate-articles.yml,https://github.com/Adobe-Enterprise-Docs/workflows,,1,1,main,0,False,False,AdobeDocs/campaign.ko-KR
fluxcd/gha-workflows/.github/workflows/controller-release.yaml,fluxcd,gha-workflows,.github/workflows/controller-release.yaml,https://github.com/fluxcd/gha-workflows,,1,1,v0.4.0,0,False,False,fluxcd/image-reflector-controller
slsa-framework/slsa-github-generator/.github/workflows/generator_generic_slsa3.yml,slsa-framework,slsa-github-generator,.github/workflows/generator_generic_slsa3.yml,https://github.com/slsa-framework/slsa-github-generator,,1,1,v2.1.0,0,False,False,fluxcd/image-reflector-controller
slsa-framework/slsa-github-generator/.github/workflows/generator_container_slsa3.yml,slsa-framework,slsa-github-generator,.github/workflows/generator_container_slsa3.yml,https://github.com/slsa-framework/slsa-github-generator,,2,1,v2.1.0,0,False,False,fluxcd/image-reflector-controller
fivetran/dbt_package_automations/.github/workflows/auto-release.yml,fivetran,dbt_package_automations,.github/workflows/auto-release.yml,https://github.com/fivetran/dbt_package_automations,,1,1,main,0,False,False,fivetran/dbt_pardot_source
luchihoratiu/notify-via-slack,luchihoratiu,notify-via-slack,,https://github.com/luchihoratiu/notify-via-slack,https://github.com/marketplace/actions/notify-via-slack,1,1,main,0,False,False,puppetlabs/puppetlabs-yumrepo_core
puppetlabs/cat-github-actions/.github/workflows/module_ci.yml,puppetlabs,cat-github-actions,.github/workflows/module_ci.yml,https://github.com/puppetlabs/cat-github-actions,,1,1,main,0,False,False,puppetlabs/puppetlabs-stdlib
puppetlabs/cat-github-actions/.github/workflows/module_acceptance.yml,puppetlabs,cat-github-actions,.github/workflows/module_acceptance.yml,https://github.com/puppetlabs/cat-github-actions,,1,1,main,0,False,False,puppetlabs/puppetlabs-stdlib
thollander/actions-comment-pull-request,thollander,actions-comment-pull-request,,https://github.com/thollander/actions-comment-pull-request,https://github.com/marketplace/actions/actions-comment-pull-request,1,1,,1,True,False,pulumi/pulumi-pagerduty
denoland/setup-deno,denoland,setup-deno,,https://github.com/denoland/setup-deno,https://github.com/marketplace/actions/setup-deno,1,1,v2,0,False,False,kyoh86/ddu-source-git_diff_tree
rhysd/action-setup-vim,rhysd,action-setup-vim,,https://github.com/rhysd/action-setup-vim,https://github.com/marketplace/actions/action-setup-vim,2,1,v1,0,False,False,kyoh86/ddu-source-git_diff_tree
lacework/oss-actions/.github/workflows/tf-test-compatibility.yml,lacework,oss-actions,.github/workflows/tf-test-compatibility.yml,https://github.com/lacework/oss-actions,,1,1,main,0,False,False,lacework/terraform-gcp-config
kyma-project/keda-manager/.github/workflows/_unit-tests.yaml,kyma-project,keda-manager,.github/workflows/_unit-tests.yaml,https://github.com/kyma-project/keda-manager,,1,1,release-1.9,0,False,False,kyma-project/keda-manager
kyma-project/keda-manager/.github/workflows/_gitleaks.yaml,kyma-project,keda-manager,.github/workflows/_gitleaks.yaml,https://github.com/kyma-project/keda-manager,,1,1,release-1.9,0,False,False,kyma-project/keda-manager
kyma-project/keda-manager/.github/workflows/_build.yaml,kyma-project,keda-manager,.github/workflows/_build.yaml,https://github.com/kyma-project/keda-manager,,1,1,release-1.9,0,False,False,kyma-project/keda-manager
kyma-project/keda-manager/.github/workflows/_integration-tests.yaml,kyma-project,keda-manager,.github/workflows/_integration-tests.yaml,https://github.com/kyma-project/keda-manager,,1,1,release-1.9,0,False,False,kyma-project/keda-manager
kyma-project/test-infra/.github/workflows/image-builder.yml,kyma-project,test-infra,.github/workflows/image-builder.yml,https://github.com/kyma-project/test-infra,,2,1,main,0,False,False,kyma-project/application-connector-manager
navikt/mob-gha-workflows/.github/workflows/node-build-push-image.yaml,navikt,mob-gha-workflows,.github/workflows/node-build-push-image.yaml,https://github.com/navikt/mob-gha-workflows,,1,1,main,0,False,False,navikt/sokos-up-spk-mottak
navikt/mob-gha-workflows/.github/workflows/nais-deploy.yaml,navikt,mob-gha-workflows,.github/workflows/nais-deploy.yaml,https://github.com/navikt/mob-gha-workflows,,1,1,main,0,False,False,navikt/sokos-up-spk-mottak
navikt/mob-gha-workflows/.github/workflows/gradle-build-push-image.yaml,navikt,mob-gha-workflows,.github/workflows/gradle-build-push-image.yaml,https://github.com/navikt/mob-gha-workflows,,1,1,main,0,False,False,navikt/sokos-oppdrag
navikt/mob-gha-workflows/.github/workflows/nais-app-deploy.yaml,navikt,mob-gha-workflows,.github/workflows/nais-app-deploy.yaml,https://github.com/navikt/mob-gha-workflows,,3,1,main,0,False,False,navikt/sokos-oppdrag
apple/swift-nio/.github/workflows/release_builds.yml,apple,swift-nio,.github/workflows/release_builds.yml,https://github.com/apple/swift-nio,,1,1,main,0,False,False,apple/swift-service-context
mongodb-labs/drivers-github-tools/secure-checkout,mongodb-labs,drivers-github-tools,secure-checkout,https://github.com/mongodb-labs/drivers-github-tools,,1,1,v2,0,False,False,mongodb/mongo-java-driver
carbon-design-system/.github/.github/workflows/move-issue-to-project-and-set-fields.yml,carbon-design-system,.github,.github/workflows/move-issue-to-project-and-set-fields.yml,https://github.com/carbon-design-system/.github,,3,1,main,0,False,False,carbon-design-system/ibm-products
tibdex/github-app-token,tibdex,github-app-token,,https://github.com/tibdex/github-app-token,https://github.com/marketplace/actions/github-app-token,1,1,,1,True,False,carbon-design-system/ibm-products
